GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0005779,integral component of peroxisomal membra...,8,0,0.86,1.0000,1
GO:0005784,Sec61 translocon complex,4,0,0.43,1.0000,1
GO:0005786,signal recognition particle, endoplasmic...,3,0,0.32,1.0000,1
GO:0005787,signal peptidase complex,3,0,0.32,1.0000,1
GO:0005791,rough endoplasmic reticulum,5,0,0.54,1.0000,1
GO:0005794,Golgi apparatus,35,0,3.78,1.0000,1
GO:0005798,Golgi-associated vesicle,11,0,1.19,1.0000,1
GO:0005801,cis-Golgi network,7,0,0.76,1.0000,1
GO:0005811,lipid droplet,5,0,0.54,1.0000,1
GO:0005819,spindle,9,0,0.97,1.0000,1
GO:0005834,heterotrimeric G-protein complex,4,0,0.43,1.0000,1
GO:0005838,proteasome regulatory particle,3,0,0.32,1.0000,1
GO:0005839,proteasome core complex,23,0,2.49,1.0000,1
GO:0005849,mRNA cleavage factor complex,5,0,0.54,1.0000,1
GO:0005852,eukaryotic translation initiation factor...,11,0,1.19,1.0000,1
GO:0005853,eukaryotic translation elongation factor...,3,0,0.32,1.0000,1
GO:0005885,Arp2/3 protein complex,6,0,0.65,1.0000,1
GO:0005887,integral component of plasma membrane,3,0,0.32,1.0000,1
GO:0005905,clathrin-coated pit,6,0,0.65,1.0000,1
GO:0005938,cell cortex,22,0,2.38,1.0000,1
GO:0005956,protein kinase CK2 complex,5,0,0.54,1.0000,1
GO:0008023,transcription elongation factor complex,6,0,0.65,1.0000,1
GO:0008250,oligosaccharyltransferase complex,4,0,0.43,1.0000,1
GO:0008303,caspase complex,4,0,0.43,1.0000,1
GO:0009317,acetyl-CoA carboxylase complex,4,0,0.43,1.0000,1
GO:0009331,glycerol-3-phosphate dehydrogenase compl...,5,0,0.54,1.0000,1
GO:0009898,cytoplasmic side of plasma membrane,4,0,0.43,1.0000,1
GO:0012506,vesicle membrane,19,0,2.05,1.0000,1
GO:0012507,ER to Golgi transport vesicle membrane,8,0,0.86,1.0000,1
GO:0012510,trans-Golgi network transport vesicle me...,6,0,0.65,1.0000,1
GO:0012511,monolayer-surrounded lipid storage body,5,0,0.54,1.0000,1
GO:0015934,large ribosomal subunit,15,0,1.62,1.0000,1
GO:0015935,small ribosomal subunit,21,0,2.27,1.0000,1
GO:0016272,prefoldin complex,7,0,0.76,1.0000,1
GO:0016471,vacuolar proton-transporting V-type ATPa...,7,0,0.76,1.0000,1
GO:0016591,RNA polymerase II, holoenzyme,20,0,2.16,1.0000,1
GO:0016592,mediator complex,13,0,1.4,1.0000,1
GO:0016593,Cdc73/Paf1 complex,5,0,0.54,1.0000,1
GO:0017053,transcription repressor complex,3,0,0.32,1.0000,1
GO:0017119,Golgi transport complex,4,0,0.43,1.0000,1
GO:0019028,viral capsid,3,0,0.32,1.0000,1
GO:0019031,viral envelope,4,0,0.43,1.0000,1
GO:0019773,proteasome core complex, alpha-subunit c...,12,0,1.3,1.0000,1
GO:0019866,organelle inner membrane,24,0,2.59,1.0000,1
GO:0019897,extrinsic component of plasma membrane,4,0,0.43,1.0000,1
GO:0022624,proteasome accessory complex,3,0,0.32,1.0000,1
GO:0030014,CCR4-NOT complex,3,0,0.32,1.0000,1
GO:0030118,clathrin coat,20,0,2.16,1.0000,1
GO:0030119,AP-type membrane coat adaptor complex,17,0,1.84,1.0000,1
GO:0030120,vesicle coat,19,0,2.05,1.0000,1
GO:0030125,clathrin vesicle coat,6,0,0.65,1.0000,1
GO:0030126,COPI vesicle coat,5,0,0.54,1.0000,1
GO:0030127,COPII vesicle coat,8,0,0.86,1.0000,1
GO:0030130,clathrin coat of trans-Golgi network ves...,6,0,0.65,1.0000,1
GO:0030131,clathrin adaptor complex,14,0,1.51,1.0000,1
GO:0030132,clathrin coat of coated pit,6,0,0.65,1.0000,1
GO:0030133,transport vesicle,14,0,1.51,1.0000,1
GO:0030134,COPII-coated ER to Golgi transport vesic...,8,0,0.86,1.0000,1
GO:0030137,COPI-coated vesicle,5,0,0.54,1.0000,1
GO:0030140,trans-Golgi network transport vesicle,6,0,0.65,1.0000,1
GO:0030176,integral component of endoplasmic reticu...,6,0,0.65,1.0000,1
GO:0030532,small nuclear ribonucleoprotein complex,6,0,0.65,1.0000,1
GO:0030658,transport vesicle membrane,14,0,1.51,1.0000,1
GO:0030659,cytoplasmic vesicle membrane,19,0,2.05,1.0000,1
GO:0030660,Golgi-associated vesicle membrane,11,0,1.19,1.0000,1
GO:0030662,coated vesicle membrane,19,0,2.05,1.0000,1
GO:0030663,COPI-coated vesicle membrane,5,0,0.54,1.0000,1
GO:0030665,clathrin-coated vesicle membrane,6,0,0.65,1.0000,1
GO:0030684,preribosome,9,0,0.97,1.0000,1
GO:0030867,rough endoplasmic reticulum membrane,5,0,0.54,1.0000,1
GO:0030880,RNA polymerase complex,22,0,2.38,1.0000,1
GO:0030896,checkpoint clamp complex,3,0,0.32,1.0000,1
GO:0030904,retromer complex,4,0,0.43,1.0000,1
GO:0030915,Smc5-Smc6 complex,6,0,0.65,1.0000,1
GO:0031011,Ino80 complex,8,0,0.86,1.0000,1
GO:0031012,extracellular matrix,3,0,0.32,1.0000,1
GO:0031226,intrinsic component of plasma membrane,4,0,0.43,1.0000,1
GO:0031227,intrinsic component of endoplasmic retic...,6,0,0.65,1.0000,1
GO:0031231,intrinsic component of peroxisomal membr...,8,0,0.86,1.0000,1
GO:0031234,extrinsic component of cytoplasmic side ...,4,0,0.43,1.0000,1
GO:0031248,protein acetyltransferase complex,10,0,1.08,1.0000,1
GO:0031300,intrinsic component of organelle membran...,17,0,1.84,1.0000,1
GO:0031301,integral component of organelle membrane,17,0,1.84,1.0000,1
GO:0031461,cullin-RING ubiquitin ligase complex,4,0,0.43,1.0000,1
GO:0031903,microbody membrane,11,0,1.19,1.0000,1
GO:0031974,membrane-enclosed lumen,71,0,7.67,1.0000,1
GO:0031981,nuclear lumen,62,0,6.7,1.0000,1
GO:0032040,small-subunit processome,7,0,0.76,1.0000,1
GO:0032777,Piccolo NuA4 histone acetyltransferase c...,3,0,0.32,1.0000,1
GO:0033176,proton-transporting V-type ATPase comple...,19,0,2.05,1.0000,1
GO:0033179,proton-transporting V-type ATPase, V0 do...,11,0,1.19,1.0000,1
GO:0033180,proton-transporting V-type ATPase, V1 do...,7,0,0.76,1.0000,1
GO:0035267,NuA4 histone acetyltransferase complex,5,0,0.54,1.0000,1
GO:0036338,viral membrane,4,0,0.43,1.0000,1
GO:0042579,microbody,19,0,2.05,1.0000,1
GO:0042765,GPI-anchor transamidase complex,4,0,0.43,1.0000,1
GO:0043189,H4/H2A histone acetyltransferase complex,6,0,0.65,1.0000,1
GO:0043233,organelle lumen,71,0,7.67,1.0000,1
GO:0044391,ribosomal subunit,36,0,3.89,1.0000,1
GO:0044423,virion component,7,0,0.76,1.0000,1
GO:0045239,tricarboxylic acid cycle enzyme complex,3,0,0.32,1.0000,1
GO:0048500,signal recognition particle,11,0,1.19,1.0000,1
GO:0055029,nuclear DNA-directed RNA polymerase comp...,22,0,2.38,1.0000,1
GO:0070013,intracellular organelle lumen,71,0,7.67,1.0000,1
GO:0070461,SAGA-type complex,4,0,0.43,1.0000,1
GO:0070469,respirasome,4,0,0.43,1.0000,1
GO:0070603,SWI/SNF superfamily-type complex,8,0,0.86,1.0000,1
GO:0070652,HAUS complex,6,0,0.65,1.0000,1
GO:0071256,translocon complex,4,0,0.43,1.0000,1
GO:0090575,RNA polymerase II transcription regulato...,19,0,2.05,1.0000,1
GO:0097346,INO80-type complex,8,0,0.86,1.0000,1
GO:0097525,spliceosomal snRNP complex,6,0,0.65,1.0000,1
GO:0098552,side of membrane,4,0,0.43,1.0000,1
GO:0098562,cytoplasmic side of membrane,4,0,0.43,1.0000,1
GO:0098590,plasma membrane region,6,0,0.65,1.0000,1
GO:0098687,chromosomal region,7,0,0.76,1.0000,1
GO:0098798,mitochondrial protein-containing complex,17,0,1.84,1.0000,1
GO:0098799,outer mitochondrial membrane protein com...,3,0,0.32,1.0000,1
GO:0098800,inner mitochondrial membrane protein com...,14,0,1.51,1.0000,1
GO:0098803,respiratory chain complex,4,0,0.43,1.0000,1
GO:0099023,vesicle tethering complex,26,0,2.81,1.0000,1
GO:0106068,SUMO ligase complex,6,0,0.65,1.0000,1
GO:0120114,Sm-like protein family complex,7,0,0.76,1.0000,1
GO:0140534,endoplasmic reticulum protein-containing...,18,0,1.95,1.0000,1
GO:1902493,acetyltransferase complex,10,0,1.08,1.0000,1
GO:1902562,H4 histone acetyltransferase complex,6,0,0.65,1.0000,1
GO:1904949,ATPase complex,8,0,0.86,1.0000,1
GO:1905354,exoribonuclease complex,4,0,0.43,1.0000,1
GO:1905360,GTPase complex,4,0,0.43,1.0000,1
GO:1905368,peptidase complex,37,0,4,1.0000,1
GO:1905369,endopeptidase complex,33,0,3.57,1.0000,1
GO:1990904,ribonucleoprotein complex,76,0,8.21,1.0000,1
