GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0033014,tetrapyrrole biosynthetic process,26,4,3.49,0.17793,1
GO:0043062,extracellular structure organization,8,2,1.07,0.18349,1
GO:0031122,cytoplasmic microtubule organization,10,3,1.34,0.18442,1
GO:0015994,chlorophyll metabolic process,9,3,1.21,0.18947,1
GO:0051336,regulation of hydrolase activity,4,1,0.54,0.19048,1
GO:0009095,aromatic amino acid family biosynthetic ...,7,2,0.94,0.19368,1
GO:0006760,folic acid-containing compound metabolic...,10,2,1.34,0.19481,1
GO:0042545,cell wall modification,17,8,2.28,0.19781,1
GO:0006656,phosphatidylcholine biosynthetic process,3,1,0.4,0.19934,1
GO:0009072,aromatic amino acid family metabolic pro...,43,6,5.78,0.19967,1
GO:0044106,cellular amine metabolic process,20,3,2.69,0.20046,1
GO:0043244,regulation of protein-containing complex...,8,1,1.07,0.20513,1
GO:0031109,microtubule polymerization or depolymeri...,11,3,1.48,0.20802,1
GO:0007020,microtubule nucleation,11,3,1.48,0.20802,1
GO:0007264,small GTPase mediated signal transductio...,93,8,12.5,0.20863,1
GO:0046394,carboxylic acid biosynthetic process,157,19,21.1,0.20876,1
GO:0018904,ether metabolic process,31,6,4.17,0.21179,1
GO:0006596,polyamine biosynthetic process,5,2,0.67,0.21429,1
GO:1901879,regulation of protein depolymerization,3,1,0.4,0.21429,1
GO:0010604,positive regulation of macromolecule met...,20,4,2.69,0.21571,1
GO:0051173,positive regulation of nitrogen compound...,20,4,2.69,0.21780,1
GO:0043094,cellular metabolic compound salvage,13,3,1.75,0.22550,1
GO:0051274,beta-glucan biosynthetic process,18,9,2.42,0.22563,1
GO:0006090,pyruvate metabolic process,49,7,6.58,0.22675,1
GO:0031333,negative regulation of protein-containin...,3,1,0.4,0.23230,1
GO:0009396,folic acid-containing compound biosynthe...,9,2,1.21,0.23529,1
GO:0051273,beta-glucan metabolic process,19,9,2.55,0.23948,1
GO:0042559,pteridine-containing compound biosynthet...,11,2,1.48,0.24275,1
GO:0044260,cellular macromolecule metabolic process,1917,257,257.59,0.24290,1
GO:0009135,purine nucleoside diphosphate metabolic ...,39,7,5.24,0.24456,1
GO:0009185,ribonucleoside diphosphate metabolic pro...,39,7,5.24,0.24456,1
GO:0006013,mannose metabolic process,3,1,0.4,0.24883,1
GO:0030834,regulation of actin filament depolymeriz...,3,1,0.4,0.25000,1
GO:0042401,cellular biogenic amine biosynthetic pro...,13,3,1.75,0.25088,1
GO:0006556,S-adenosylmethionine biosynthetic proces...,3,1,0.4,0.25103,1
GO:0019419,sulfate reduction,3,1,0.4,0.25129,1
GO:0006778,porphyrin-containing compound metabolic ...,21,4,2.82,0.25199,1
GO:0030029,actin filament-based process,21,4,2.82,0.25622,1
GO:0009116,nucleoside metabolic process,19,4,2.55,0.27057,1
GO:1901136,carbohydrate derivative catabolic proces...,28,4,3.76,0.27330,1
GO:0032446,protein modification by small protein co...,83,13,11.15,0.27589,1
GO:0035304,regulation of protein dephosphorylation,3,1,0.4,0.27597,1
GO:0009414,response to water deprivation,4,1,0.54,0.28020,1
GO:0042398,cellular modified amino acid biosyntheti...,15,2,2.02,0.28368,1
GO:0022414,reproductive process,67,11,9,0.28463,1
GO:0048522,positive regulation of cellular process,22,4,2.96,0.28512,1
GO:0046487,glyoxylate metabolic process,3,1,0.4,0.28931,1
GO:0010383,cell wall polysaccharide metabolic proce...,25,9,3.36,0.29088,1
GO:0072522,purine-containing compound biosynthetic ...,61,7,8.2,0.29145,1
GO:0007205,protein kinase C-activating G protein-co...,6,2,0.81,0.29187,1
GO:0042451,purine nucleoside biosynthetic process,3,1,0.4,0.29772,1
GO:0006855,xenobiotic transmembrane transport,49,9,6.58,0.30052,1
GO:0031325,positive regulation of cellular metaboli...,22,4,2.96,0.30690,1
GO:0009250,glucan biosynthetic process,25,11,3.36,0.30697,1
GO:0006023,aminoglycan biosynthetic process,4,1,0.54,0.31246,1
GO:0000003,reproduction,69,11,9.27,0.31927,1
GO:0046184,aldehyde biosynthetic process,4,1,0.54,0.32144,1
GO:0006814,sodium ion transport,9,2,1.21,0.32237,1
GO:0018022,peptidyl-lysine methylation,10,1,1.34,0.32258,1
GO:0006165,nucleoside diphosphate phosphorylation,44,7,5.91,0.32467,1
GO:0019395,fatty acid oxidation,4,1,0.54,0.32499,1
GO:0009113,purine nucleobase biosynthetic process,3,1,0.4,0.32618,1
GO:0006206,pyrimidine nucleobase metabolic process,12,2,1.61,0.32792,1
GO:0009094,L-phenylalanine biosynthetic process,4,2,0.54,0.32983,1
GO:0009581,detection of external stimulus,5,1,0.67,0.33069,1
GO:0016053,organic acid biosynthetic process,176,19,23.65,0.33142,1
GO:0006544,glycine metabolic process,6,3,0.81,0.33220,1
GO:0030835,negative regulation of actin filament de...,3,1,0.4,0.33333,1
GO:1901880,negative regulation of protein depolymer...,3,1,0.4,0.33333,1
GO:0006754,ATP biosynthetic process,24,4,3.22,0.33820,1
GO:0009073,aromatic amino acid family biosynthetic ...,24,3,3.22,0.34022,1
GO:0009733,response to auxin,40,10,5.37,0.34057,1
GO:0046500,S-adenosylmethionine metabolic process,3,1,0.4,0.34192,1
GO:0006595,polyamine metabolic process,8,2,1.07,0.34386,1
GO:0009725,response to hormone,73,16,9.81,0.34544,1
GO:0009966,regulation of signal transduction,13,2,1.75,0.34566,1
GO:0051261,protein depolymerization,9,1,1.21,0.34615,1
GO:0016567,protein ubiquitination,77,13,10.35,0.34738,1
GO:0065008,regulation of biological quality,124,14,16.66,0.34739,1
GO:0035303,regulation of dephosphorylation,3,1,0.4,0.34772,1
GO:0042823,pyridoxal phosphate biosynthetic process,4,1,0.54,0.34831,1
GO:0010639,negative regulation of organelle organiz...,6,1,0.81,0.35180,1
GO:0016049,cell growth,10,2,1.34,0.35555,1
GO:0009163,nucleoside biosynthetic process,6,1,0.81,0.35798,1
GO:0042278,purine nucleoside metabolic process,3,1,0.4,0.35818,1
GO:0072521,purine-containing compound metabolic pro...,118,16,15.86,0.36298,1
GO:0046034,ATP metabolic process,69,11,9.27,0.36306,1
GO:0048544,recognition of pollen,55,10,7.39,0.36624,1
GO:0009856,pollination,55,10,7.39,0.36624,1
GO:0019856,pyrimidine nucleobase biosynthetic proce...,12,2,1.61,0.36727,1
GO:0009893,positive regulation of metabolic process,22,4,2.96,0.36736,1
GO:0048268,clathrin coat assembly,5,1,0.67,0.37128,1
GO:0006816,calcium ion transport,17,3,2.28,0.37268,1
GO:0043254,regulation of protein-containing complex...,6,1,0.81,0.37316,1
GO:0009311,oligosaccharide metabolic process,30,7,4.03,0.37342,1
GO:0046470,phosphatidylcholine metabolic process,9,2,1.21,0.37678,1
GO:0015914,phospholipid transport,10,2,1.34,0.38122,1
GO:0023051,regulation of signaling,13,2,1.75,0.38996,1
GO:0009112,nucleobase metabolic process,16,3,2.15,0.39288,1
GO:0104004,cellular response to environmental stimu...,6,1,0.81,0.39328,1
GO:1901293,nucleoside phosphate biosynthetic proces...,78,9,10.48,0.39359,1
GO:0051494,negative regulation of cytoskeleton orga...,3,1,0.4,0.39655,1
GO:0070726,cell wall assembly,8,2,1.07,0.39669,1
GO:0040007,growth,10,2,1.34,0.39716,1
GO:0019751,polyol metabolic process,16,2,2.15,0.40000,1
GO:0010017,red or far-red light signaling pathway,5,1,0.67,0.40002,1
GO:0007602,phototransduction,5,1,0.67,0.40002,1
GO:0071941,nitrogen cycle metabolic process,4,1,0.54,0.40411,1
GO:0009132,nucleoside diphosphate metabolic process,47,7,6.32,0.40483,1
GO:0048518,positive regulation of biological proces...,24,4,3.22,0.40645,1
GO:0046785,microtubule polymerization,11,3,1.48,0.40821,1
GO:0009582,detection of abiotic stimulus,5,1,0.67,0.41028,1
GO:0044242,cellular lipid catabolic process,5,1,0.67,0.41618,1
GO:0006810,transport,1071,126,143.91,0.41783,1
GO:0015698,inorganic anion transport,28,9,3.76,0.41888,1
GO:0051234,establishment of localization,1078,126,144.85,0.42035,1
GO:0010646,regulation of cell communication,13,2,1.75,0.42292,1
GO:0043173,nucleotide salvage,4,1,0.54,0.42361,1
GO:0016571,histone methylation,10,1,1.34,0.42393,1
GO:0051606,detection of stimulus,5,1,0.67,0.42829,1
GO:0030837,negative regulation of actin filament po...,3,1,0.4,0.42857,1
GO:0046128,purine ribonucleoside metabolic process,3,1,0.4,0.42857,1
GO:0006739,NADP metabolic process,17,3,2.28,0.42862,1
GO:0006534,cysteine metabolic process,15,5,2.02,0.43289,1
GO:0042558,pteridine-containing compound metabolic ...,12,2,1.61,0.43875,1
GO:0006536,glutamate metabolic process,6,1,0.81,0.43898,1
GO:0042822,pyridoxal phosphate metabolic process,4,1,0.54,0.44249,1
GO:0051239,regulation of multicellular organismal p...,5,1,0.67,0.44268,1
GO:0030036,actin cytoskeleton organization,21,4,2.82,0.44401,1
GO:0009142,nucleoside triphosphate biosynthetic pro...,29,4,3.9,0.44559,1
GO:1902531,regulation of intracellular signal trans...,8,1,1.07,0.45038,1
GO:0051129,negative regulation of cellular componen...,6,1,0.81,0.45147,1
GO:1901659,glycosyl compound biosynthetic process,6,1,0.81,0.45152,1
GO:0019318,hexose metabolic process,34,3,4.57,0.45183,1
GO:0009226,nucleotide-sugar biosynthetic process,6,1,0.81,0.45224,1
GO:0030203,glycosaminoglycan metabolic process,4,1,0.54,0.45285,1
GO:0006144,purine nucleobase metabolic process,4,1,0.54,0.45322,1
GO:0008064,regulation of actin polymerization or de...,6,1,0.81,0.46154,1
GO:0016072,rRNA metabolic process,33,1,4.43,0.46621,1
GO:0042435,indole-containing compound biosynthetic ...,7,1,0.94,0.46664,1
GO:0048367,shoot system development,8,3,1.07,0.46667,1
GO:0043101,purine-containing compound salvage,6,1,0.81,0.47089,1
GO:0071214,cellular response to abiotic stimulus,6,1,0.81,0.47581,1
GO:1902904,negative regulation of supramolecular fi...,3,1,0.4,0.47581,1
GO:0034404,nucleobase-containing small molecule bio...,6,1,0.81,0.47654,1
GO:0033013,tetrapyrrole metabolic process,29,4,3.9,0.47686,1
GO:0048731,system development,10,3,1.34,0.48396,1
GO:0043174,nucleoside salvage,3,1,0.4,0.48929,1
GO:0070588,calcium ion transmembrane transport,12,2,1.61,0.49222,1
GO:0032970,regulation of actin filament-based proce...,6,1,0.81,0.49308,1
GO:0046488,phosphatidylinositol metabolic process,53,12,7.12,0.49364,1
GO:0032787,monocarboxylic acid metabolic process,151,16,20.29,0.49451,1
GO:0006664,glycolipid metabolic process,22,2,2.96,0.49677,1
GO:0009314,response to radiation,16,2,2.15,0.50000,1
GO:0031667,response to nutrient levels,6,1,0.81,0.50000,1
GO:0031669,cellular response to nutrient levels,6,1,0.81,0.50000,1
GO:0046854,phosphatidylinositol phosphate biosynthe...,13,1,1.75,0.50000,1
GO:0046129,purine ribonucleoside biosynthetic proce...,3,1,0.4,0.50000,1
GO:0006166,purine ribonucleoside salvage,3,1,0.4,0.50000,1
GO:0015977,carbon fixation,5,1,0.67,0.50424,1
GO:0044283,small molecule biosynthetic process,222,22,29.83,0.50451,1
GO:0034470,ncRNA processing,77,2,10.35,0.50732,1
GO:0042592,homeostatic process,110,13,14.78,0.51015,1
GO:0032535,regulation of cellular component size,7,1,0.94,0.52292,1
GO:0051056,regulation of small GTPase mediated sign...,8,1,1.07,0.52746,1
GO:0007265,Ras protein signal transduction,8,1,1.07,0.52746,1
GO:1901361,organic cyclic compound catabolic proces...,43,4,5.78,0.53043,1
GO:0044087,regulation of cellular component biogene...,7,1,0.94,0.53510,1
GO:2000241,regulation of reproductive process,7,1,0.94,0.54309,1
GO:0010033,response to organic substance,83,17,11.15,0.54446,1
GO:0009141,nucleoside triphosphate metabolic proces...,29,4,3.9,0.54463,1
GO:0009052,pentose-phosphate shunt, non-oxidative b...,4,1,0.54,0.54559,1
GO:0050793,regulation of developmental process,7,1,0.94,0.54570,1
GO:0006644,phospholipid metabolic process,81,15,10.88,0.54760,1
GO:0006026,aminoglycan catabolic process,19,2,2.55,0.54786,1
GO:0043647,inositol phosphate metabolic process,9,2,1.21,0.55159,1
GO:0032272,negative regulation of protein polymeriz...,3,1,0.4,0.55392,1
GO:0019725,cellular homeostasis,106,13,14.24,0.55664,1
GO:0006022,aminoglycan metabolic process,23,3,3.09,0.56269,1
GO:0070727,cellular macromolecule localization,214,9,28.76,0.56661,1
GO:0009639,response to red or far red light,5,1,0.67,0.57143,1
GO:0009583,detection of light stimulus,5,1,0.67,0.57143,1
GO:0006364,rRNA processing,33,1,4.43,0.57648,1
GO:0090066,regulation of anatomical structure size,7,1,0.94,0.57726,1
GO:0006741,NADP biosynthetic process,4,1,0.54,0.58168,1
GO:0090407,organophosphate biosynthetic process,134,13,18.01,0.58599,1
GO:0008033,tRNA processing,44,1,5.91,0.58936,1
GO:0016052,carbohydrate catabolic process,50,8,6.72,0.59278,1
GO:0006829,zinc ion transport,9,1,1.21,0.60000,1
GO:0006479,protein methylation,21,1,2.82,0.60000,1
GO:0006414,translational elongation,27,1,3.63,0.60223,1
GO:0008610,lipid biosynthetic process,190,19,25.53,0.60254,1
GO:0010207,photosystem II assembly,3,1,0.4,0.60658,1
GO:0071669,plant-type cell wall organization or bio...,27,8,3.63,0.60840,1
GO:1902903,regulation of supramolecular fiber organ...,6,1,0.81,0.60892,1
GO:0098660,inorganic ion transmembrane transport,49,6,6.58,0.60912,1
GO:0006012,galactose metabolic process,9,1,1.21,0.61564,1
GO:0006081,cellular aldehyde metabolic process,15,2,2.02,0.62018,1
GO:0009237,siderophore metabolic process,45,10,6.05,0.62413,1
GO:0009909,regulation of flower development,5,1,0.67,0.62500,1
GO:0048580,regulation of post-embryonic development,5,1,0.67,0.62500,1
GO:0006526,arginine biosynthetic process,6,1,0.81,0.62500,1
GO:0071478,cellular response to radiation,6,1,0.81,0.62500,1
GO:0009308,amine metabolic process,30,4,4.03,0.62646,1
GO:0042727,flavin-containing compound biosynthetic ...,11,1,1.48,0.62909,1
GO:0044255,cellular lipid metabolic process,225,28,30.23,0.64244,1
GO:0018298,protein-chromophore linkage,5,1,0.67,0.64251,1
GO:0006796,phosphate-containing compound metabolic ...,1221,240,164.07,0.64590,1
GO:0006508,proteolysis,352,47,47.3,0.64964,1
GO:0009084,glutamine family amino acid biosynthetic...,13,2,1.75,0.64983,1
GO:0005985,sucrose metabolic process,11,3,1.48,0.65543,1
GO:0046148,pigment biosynthetic process,21,3,2.82,0.65711,1
GO:0071482,cellular response to light stimulus,6,1,0.81,0.65714,1
GO:0034728,nucleosome organization,25,1,3.36,0.65789,1
GO:0006097,glyoxylate cycle,3,1,0.4,0.65862,1
GO:0033043,regulation of organelle organization,15,1,2.02,0.65886,1
GO:0009415,response to water,8,1,1.07,0.66149,1
GO:0015936,coenzyme A metabolic process,8,1,1.07,0.66616,1
GO:0010035,response to inorganic substance,16,3,2.15,0.66845,1
GO:0072528,pyrimidine-containing compound biosynthe...,26,2,3.49,0.66904,1
GO:0042440,pigment metabolic process,24,3,3.22,0.66915,1
GO:0000162,tryptophan biosynthetic process,7,1,0.94,0.66989,1
GO:0007005,mitochondrion organization,15,1,2.02,0.67120,1
GO:0006040,amino sugar metabolic process,19,2,2.55,0.67192,1
GO:0009743,response to carbohydrate,5,1,0.67,0.67242,1
GO:0006188,IMP biosynthetic process,10,1,1.34,0.67269,1
GO:0042816,vitamin B6 metabolic process,7,1,0.94,0.67307,1
GO:0042819,vitamin B6 biosynthetic process,7,1,0.94,0.67307,1
GO:0018205,peptidyl-lysine modification,20,1,2.69,0.67530,1
GO:0005984,disaccharide metabolic process,26,7,3.49,0.67560,1
GO:0009628,response to abiotic stimulus,32,3,4.3,0.67664,1
GO:0009231,riboflavin biosynthetic process,11,1,1.48,0.67692,1
GO:0006771,riboflavin metabolic process,11,1,1.48,0.67692,1
GO:0009225,nucleotide-sugar metabolic process,9,1,1.21,0.67934,1
GO:0009991,response to extracellular stimulus,12,1,1.61,0.68254,1
GO:0071496,cellular response to external stimulus,12,1,1.61,0.68254,1
GO:0008299,isoprenoid biosynthetic process,37,3,4.97,0.68290,1
GO:1901607,alpha-amino acid biosynthetic process,71,12,9.54,0.68323,1
GO:0031668,cellular response to extracellular stimu...,12,1,1.61,0.68656,1
GO:0005991,trehalose metabolic process,15,4,2.02,0.68696,1
GO:0046390,ribose phosphate biosynthetic process,53,5,7.12,0.68781,1
GO:0030042,actin filament depolymerization,9,1,1.21,0.69231,1
GO:0032956,regulation of actin cytoskeleton organiz...,6,1,0.81,0.69360,1
GO:0098655,cation transmembrane transport,49,6,6.58,0.69935,1
GO:0006189,'de novo' IMP biosynthetic process,7,1,0.94,0.70000,1
GO:0019464,glycine decarboxylation via glycine clea...,3,2,0.4,0.70000,1
GO:0000272,polysaccharide catabolic process,8,1,1.07,0.70070,1
GO:0006974,cellular response to DNA damage stimulus,135,6,18.14,0.70342,1
GO:0006817,phosphate ion transport,3,1,0.4,0.70421,1
GO:0044271,cellular nitrogen compound biosynthetic ...,1341,110,180.2,0.70816,1
GO:0000226,microtubule cytoskeleton organization,39,6,5.24,0.71235,1
GO:0016070,RNA metabolic process,1017,76,136.66,0.71250,1
GO:0051604,protein maturation,10,1,1.34,0.72201,1
GO:0071577,zinc ion transmembrane transport,9,1,1.21,0.72551,1
GO:0006108,malate metabolic process,15,1,2.02,0.72581,1
GO:0016485,protein processing,9,1,1.21,0.72798,1
GO:0110053,regulation of actin filament organizatio...,6,1,0.81,0.73039,1
GO:0048573,photoperiodism, flowering,7,1,0.94,0.73332,1
GO:0009648,photoperiodism,7,1,0.94,0.73333,1
GO:0009110,vitamin biosynthetic process,28,2,3.76,0.73494,1
GO:0045017,glycerolipid biosynthetic process,38,3,5.11,0.73543,1
GO:0010411,xyloglucan metabolic process,25,9,3.36,0.73725,1
GO:0006535,cysteine biosynthetic process from serin...,13,4,1.75,0.74314,1
GO:0051156,glucose 6-phosphate metabolic process,13,2,1.75,0.74360,1
GO:0018208,peptidyl-proline modification,23,1,3.09,0.74468,1
GO:0019439,aromatic compound catabolic process,44,3,5.91,0.74791,1
GO:0010921,regulation of phosphatase activity,3,1,0.4,0.75000,1
GO:0046040,IMP metabolic process,10,1,1.34,0.75005,1
GO:0048583,regulation of response to stimulus,25,2,3.36,0.75032,1
GO:0006575,cellular modified amino acid metabolic p...,20,2,2.69,0.75611,1
GO:0009117,nucleotide metabolic process,137,18,18.41,0.75696,1
GO:0042430,indole-containing compound metabolic pro...,11,1,1.48,0.76107,1
GO:0042726,flavin-containing compound metabolic pro...,11,1,1.48,0.76127,1
GO:0044267,cellular protein metabolic process,1626,219,218.49,0.76636,1
GO:0006525,arginine metabolic process,9,1,1.21,0.76752,1
GO:0048856,anatomical structure development,44,11,5.91,0.77141,1
GO:0016114,terpenoid biosynthetic process,14,1,1.88,0.77207,1
GO:0006721,terpenoid metabolic process,14,1,1.88,0.77207,1
GO:0030041,actin filament polymerization,7,1,0.94,0.77602,1
GO:0019673,GDP-mannose metabolic process,7,1,0.94,0.77778,1
GO:0032957,inositol trisphosphate metabolic process,8,2,1.07,0.77778,1
GO:0048285,organelle fission,20,1,2.69,0.77804,1
GO:0016998,cell wall macromolecule catabolic proces...,16,1,2.15,0.78146,1
GO:0071668,plant-type cell wall assembly,8,2,1.07,0.78438,1
GO:0006066,alcohol metabolic process,25,2,3.36,0.78632,1
GO:0009150,purine ribonucleotide metabolic process,105,13,14.11,0.78865,1
GO:0009653,anatomical structure morphogenesis,5,1,0.67,0.79193,1
GO:0009832,plant-type cell wall biogenesis,8,2,1.07,0.79468,1
GO:1901135,carbohydrate derivative metabolic proces...,243,28,32.65,0.79835,1
GO:0043436,oxoacid metabolic process,422,45,56.71,0.79878,1
GO:1901617,organic hydroxy compound biosynthetic pr...,17,1,2.28,0.80749,1
GO:0017006,protein-tetrapyrrole linkage,8,1,1.07,0.80760,1
